Port Number,Service Name,Transport Protocol,Description,Source,System Type
504,citadel,"tcp, udp",citadel,IANA,IT
505,mailbox-lm,"tcp, udp",mailbox-lm,IANA,IT
506,ohimsrv,"tcp, udp",ohimsrv,IANA,IT
507,crs,"tcp, udp",crs,IANA,IT
508,xvttp,"tcp, udp",xvttp,IANA,IT
509,snare,"tcp, udp",snare,IANA,IT
510,fcp,"tcp, udp",FirstClass Protocol,IANA,IT
511,passgo,"tcp, udp",PassGo,IANA,IT
512,"comsat, biff, exec","tcp, udp","used by mail system to notify users of new mail received; currently receives messages only from processes on the same machine, nan, remote process execution; authentication performed using passwords and UNIX login names",IANA,IT
513,"who, login","tcp, udp","remote login a la telnet; automatic authentication performed based on priviledged port numbers and distributed data bases which identify ""authentication domains"", maintains data bases showing who's logged in to machines on a local net and the load average of the machine",IANA,IT
514,"shell, syslog","tcp, udp","but automatic authentication is performed as for login server, cmd like exec, nan",IANA,IT
515,printer,"tcp, udp",spooler,IANA,IT
516,videotex,"tcp, udp",videotex,IANA,IT
517,talk,"tcp, udp","like tenex link, doesn't use link protocol (this is actually just a rendezvous port from which a tcp connection is established), but across machine - unfortunately",IANA,IT
518,ntalk,"tcp, udp",,IANA,IT
519,utime,"tcp, udp",unixtime,IANA,IT
520,"efs, router","tcp, udp","local routing process (on site); uses variant of Xerox NS routing information protocol - RIP, extended file name server",IANA,IT
521,ripng,"tcp, udp",ripng,IANA,IT
522,ulp,"tcp, udp",ULP,IANA,IT
523,ibm-db2,"tcp, udp",IBM-DB2,IANA,IT
524,ncp,"tcp, udp",NCP,IANA,IT
525,timed,"tcp, udp",timeserver,IANA,IT
526,tempo,"tcp, udp",newdate,IANA,IT
527,stx,"tcp, udp",Stock IXChange,IANA,IT
528,custix,"tcp, udp",Customer IXChange,IANA,IT
529,irc-serv,"tcp, udp",IRC-SERV,IANA,IT
530,courier,"tcp, udp",rpc,IANA,IT
531,conference,"tcp, udp",chat,IANA,IT
532,netnews,"tcp, udp",readnews,IANA,IT
533,netwall,"tcp, udp",for emergency broadcasts,IANA,IT
534,windream,"tcp, udp",windream Admin,IANA,IT
535,iiop,"tcp, udp",iiop,IANA,IT
536,opalis-rdv,"tcp, udp",opalis-rdv,IANA,IT
537,nmsp,"tcp, udp",Networked Media Streaming Protocol,IANA,IT
538,gdomap,"tcp, udp",gdomap,IANA,IT
539,apertus-ldp,"tcp, udp",Apertus Technologies Load Determination,IANA,IT
540,uucp,"tcp, udp",uucpd,IANA,IT
541,uucp-rlogin,"tcp, udp",uucp-rlogin,IANA,IT
542,commerce,"tcp, udp",commerce,IANA,IT
543,klogin,"tcp, udp",,IANA,IT
544,kshell,"tcp, udp",krcmd,IANA,IT
545,appleqtcsrvr,"tcp, udp",appleqtcsrvr,IANA,IT
546,dhcpv6-client,"tcp, udp",DHCPv6 Client,IANA,IT
547,dhcpv6-server,"tcp, udp",DHCPv6 Server,IANA,IT
548,afpovertcp,"tcp, udp",AFP over TCP,IANA,IT
549,idfp,"tcp, udp",IDFP,IANA,IT
550,new-rwho,"tcp, udp",new-who,IANA,IT
551,cybercash,"tcp, udp",cybercash,IANA,IT
552,devshr-nts,"tcp, udp",DeviceShare,IANA,IT
553,pirp,"tcp, udp",pirp,IANA,IT
554,rtsp,"tcp, udp",Real Time Streaming Protocol (RTSP),IANA,IT
555,dsf,"tcp, udp",,IANA,IT
556,remotefs,"tcp, udp",rfs server,IANA,IT
557,openvms-sysipc,"tcp, udp",openvms-sysipc,IANA,IT
558,sdnskmp,"tcp, udp",SDNSKMP,IANA,IT
559,teedtap,"tcp, udp",TEEDTAP,IANA,IT
560,rmonitor,"tcp, udp",rmonitord,IANA,IT
561,monitor,"tcp, udp",,IANA,IT
562,chshell,"tcp, udp",chcmd,IANA,IT
563,nntps,"tcp, udp",nntp protocol over TLS/SSL (was snntp),IANA,IT
564,9pfs,"tcp, udp",plan 9 file service,IANA,IT
565,whoami,"tcp, udp",whoami,IANA,IT
566,streettalk,"tcp, udp",streettalk,IANA,IT
567,banyan-rpc,"tcp, udp",banyan-rpc,IANA,IT
568,ms-shuttle,"tcp, udp",microsoft shuttle,IANA,IT
569,ms-rome,"tcp, udp",microsoft rome,IANA,IT
570,meter,"tcp, udp",demon,IANA,IT
571,meter,"tcp, udp",udemon,IANA,IT
572,sonar,"tcp, udp",sonar,IANA,IT
573,banyan-vip,"tcp, udp",banyan-vip,IANA,IT
574,ftp-agent,"tcp, udp",FTP Software Agent System,IANA,IT
575,vemmi,"tcp, udp",VEMMI,IANA,IT
576,ipcd,"tcp, udp",ipcd,IANA,IT
577,vnas,"tcp, udp",vnas,IANA,IT
578,ipdd,"tcp, udp",ipdd,IANA,IT
579,decbsrv,"tcp, udp",decbsrv,IANA,IT
580,sntp-heartbeat,"tcp, udp",SNTP HEARTBEAT,IANA,IT
581,bdp,"tcp, udp",Bundle Discovery Protocol,IANA,IT
582,scc-security,"tcp, udp",SCC Security,IANA,IT
583,philips-vc,"tcp, udp",Philips Video-Conferencing,IANA,IT
584,keyserver,"tcp, udp",Key Server,IANA,IT
585,,,De-registered,IANA,IT
586,password-chg,"tcp, udp",Password Change,IANA,IT
587,submission,"tcp, udp",Message Submission,IANA,IT
588,cal,"tcp, udp",CAL,IANA,IT
589,eyelink,"tcp, udp",EyeLink,IANA,IT
590,tns-cml,"tcp, udp",TNS CML,IANA,IT
591,http-alt,"tcp, udp","FileMaker, Inc. - HTTP Alternate (see Port 80)",IANA,IT
592,eudora-set,"tcp, udp",Eudora Set,IANA,IT
593,http-rpc-epmap,"tcp, udp",HTTP RPC Ep Map,IANA,IT
594,tpip,"tcp, udp",TPIP,IANA,IT
595,cab-protocol,"tcp, udp",CAB Protocol,IANA,IT
596,smsd,"tcp, udp",SMSD,IANA,IT
597,ptcnameservice,"tcp, udp",PTC Name Service,IANA,IT
598,sco-websrvrmg3,"tcp, udp",SCO Web Server Manager 3,IANA,IT
599,acp,"tcp, udp",Aeolon Core Protocol,IANA,IT
600,ipcserver,"tcp, udp",Sun IPC server,IANA,IT
601,syslog-conn,"tcp, udp",Reliable Syslog Service,IANA,IT
602,xmlrpc-beep,"tcp, udp",XML-RPC over BEEP,IANA,IT
603,idxp,"tcp, udp",IDXP,IANA,IT
604,tunnel,"tcp, udp",TUNNEL,IANA,IT
605,soap-beep,"tcp, udp",SOAP over BEEP,IANA,IT
606,urm,"tcp, udp",Cray Unified Resource Manager,IANA,IT
607,nqs,"tcp, udp",nqs,IANA,IT
608,sift-uft,"tcp, udp",Sender-Initiated/Unsolicited File Transfer,IANA,IT
609,npmp-trap,"tcp, udp",npmp-trap,IANA,IT
610,npmp-local,"tcp, udp",npmp-local,IANA,IT
611,npmp-gui,"tcp, udp",npmp-gui,IANA,IT
612,hmmp-ind,"tcp, udp",HMMP Indication,IANA,IT
613,hmmp-op,"tcp, udp",HMMP Operation,IANA,IT
614,sshell,"tcp, udp",SSLshell,IANA,IT
615,sco-inetmgr,"tcp, udp",Internet Configuration Manager,IANA,IT
616,sco-sysmgr,"tcp, udp",SCO System Administration Server,IANA,IT
617,sco-dtmgr,"tcp, udp",SCO Desktop Administration Server,IANA,IT
618,dei-icda,"tcp, udp",DEI-ICDA,IANA,IT
619,compaq-evm,"tcp, udp",Compaq EVM,IANA,IT
620,sco-websrvrmgr,"tcp, udp",SCO WebServer Manager,IANA,IT
621,escp-ip,"tcp, udp",ESCP,IANA,IT
622,collaborator,"tcp, udp",Collaborator,IANA,IT
623,"oob-ws-http, asf-rmcp","tcp, udp","ASF Remote Management and Control Protocol, DMTF out-of-band web services management protocol",IANA,IT
624,cryptoadmin,"tcp, udp",Crypto Admin,IANA,IT
625,"dec_dlm, dec-dlm","tcp, udp","DEC DLM
IANA assigned this well-formed service name as a replacement for ""dec_dlm""., DEC DLM",IANA,IT
626,asia,"tcp, udp",ASIA,IANA,IT
627,passgo-tivoli,"tcp, udp",PassGo Tivoli,IANA,IT
628,qmqp,"tcp, udp",QMQP,IANA,IT
629,3com-amp3,"tcp, udp",3Com AMP3,IANA,IT
630,rda,"tcp, udp",RDA,IANA,IT
631,"ipps, ipp","tcp, udp","IPP (Internet Printing Protocol), Internet Printing Protocol over HTTPS",IANA,IT
632,bmpp,"tcp, udp",bmpp,IANA,IT
633,servstat,"tcp, udp",Service Status update (Sterling Software),IANA,IT
634,ginad,"tcp, udp",ginad,IANA,IT
635,rlzdbase,"tcp, udp",RLZ DBase,IANA,IT
636,ldaps,"tcp, udp",ldap protocol over TLS/SSL (was sldap),IANA,IT
637,lanserver,"tcp, udp",lanserver,IANA,IT
638,mcns-sec,"tcp, udp",mcns-sec,IANA,IT
639,msdp,"tcp, udp",MSDP,IANA,IT
640,entrust-sps,"tcp, udp",entrust-sps,IANA,IT
641,repcmd,"tcp, udp",repcmd,IANA,IT
642,esro-emsdp,"tcp, udp",ESRO-EMSDP V1.3,IANA,IT
643,sanity,"tcp, udp",SANity,IANA,IT
644,dwr,"tcp, udp",dwr,IANA,IT
645,pssc,"tcp, udp",PSSC,IANA,IT
646,ldp,"tcp, udp",LDP,IANA,IT
647,dhcp-failover,"tcp, udp",DHCP Failover,IANA,IT
648,rrp,"tcp, udp",Registry Registrar Protocol (RRP),IANA,IT
649,cadview-3d,"tcp, udp",Cadview-3d - streaming 3d models over the internet,IANA,IT
650,obex,"tcp, udp",OBEX,IANA,IT
651,ieee-mms,"tcp, udp",IEEE MMS,IANA,IT
652,hello-port,"tcp, udp",HELLO_PORT,IANA,IT
653,repscmd,"tcp, udp",RepCmd,IANA,IT
654,aodv,"tcp, udp",AODV,IANA,IT
655,tinc,"tcp, udp",TINC,IANA,IT
656,spmp,"tcp, udp",SPMP,IANA,IT
657,rmc,"tcp, udp",RMC,IANA,IT
658,tenfold,"tcp, udp",TenFold,IANA,IT
659,,,Removed,IANA,IT
660,mac-srvr-admin,"tcp, udp",MacOS Server Admin,IANA,IT
661,hap,"tcp, udp",HAP,IANA,IT
662,pftp,"tcp, udp",PFTP,IANA,IT
663,purenoise,"tcp, udp",PureNoise,IANA,IT
664,"oob-ws-https, asf-secure-rmcp","tcp, udp","DMTF out-of-band secure web services management protocol, ASF Secure Remote Management and Control Protocol",IANA,IT
665,sun-dr,"tcp, udp",Sun DR,IANA,IT
666,"doom, mdqs","tcp, udp","doom Id Software, nan",IANA,IT
667,disclose,"tcp, udp",campaign contribution disclosures - SDR Technologies,IANA,IT
668,mecomm,"tcp, udp",MeComm,IANA,IT
669,meregister,"tcp, udp",MeRegister,IANA,IT
670,vacdsm-sws,"tcp, udp",VACDSM-SWS,IANA,IT
671,vacdsm-app,"tcp, udp",VACDSM-APP,IANA,IT
672,vpps-qua,"tcp, udp",VPPS-QUA,IANA,IT
673,cimplex,"tcp, udp",CIMPLEX,IANA,IT
674,acap,"tcp, udp",ACAP,IANA,IT
675,dctp,"tcp, udp",DCTP,IANA,IT
676,vpps-via,"tcp, udp",VPPS Via,IANA,IT
677,vpp,"tcp, udp",Virtual Presence Protocol,IANA,IT
678,ggf-ncp,"tcp, udp",GNU Generation Foundation NCP,IANA,IT
679,mrm,"tcp, udp",MRM,IANA,IT
680,entrust-aaas,"tcp, udp",entrust-aaas,IANA,IT
681,entrust-aams,"tcp, udp",entrust-aams,IANA,IT
682,xfr,"tcp, udp",XFR,IANA,IT
683,corba-iiop,"tcp, udp",CORBA IIOP,IANA,IT
684,corba-iiop-ssl,"tcp, udp",CORBA IIOP SSL,IANA,IT
685,mdc-portmapper,"tcp, udp",MDC Port Mapper,IANA,IT
686,hcp-wismar,"tcp, udp",Hardware Control Protocol Wismar,IANA,IT
687,asipregistry,"tcp, udp",asipregistry,IANA,IT
688,realm-rusd,"tcp, udp",ApplianceWare managment protocol,IANA,IT
689,nmap,"tcp, udp",NMAP,IANA,IT
690,vatp,"tcp, udp",Velneo Application Transfer Protocol,IANA,IT
691,msexch-routing,"tcp, udp",MS Exchange Routing,IANA,IT
692,hyperwave-isp,"tcp, udp",Hyperwave-ISP,IANA,IT
693,connendp,"tcp, udp",almanid Connection Endpoint,IANA,IT
694,ha-cluster,"tcp, udp",ha-cluster,IANA,IT
695,ieee-mms-ssl,"tcp, udp",IEEE-MMS-SSL,IANA,IT
696,rushd,"tcp, udp",RUSHD,IANA,IT
697,uuidgen,"tcp, udp",UUIDGEN,IANA,IT
698,olsr,"tcp, udp",OLSR,IANA,IT
699,accessnetwork,"tcp, udp",Access Network,IANA,IT
700,epp,"tcp, udp",Extensible Provisioning Protocol,IANA,IT
701,lmp,"tcp, udp",Link Management Protocol (LMP),IANA,IT
702,iris-beep,"tcp, udp",IRIS over BEEP,IANA,IT
704,elcsd,"tcp, udp",errlog copy/server daemon,IANA,IT
705,agentx,"tcp, udp",AgentX,IANA,IT
706,silc,"tcp, udp",SILC,IANA,IT
707,borland-dsj,"tcp, udp",Borland DSJ,IANA,IT
709,entrust-kmsh,"tcp, udp",Entrust Key Management Service Handler,IANA,IT
710,entrust-ash,"tcp, udp",Entrust Administration Service Handler,IANA,IT
711,cisco-tdp,"tcp, udp",Cisco TDP,IANA,IT
712,tbrpf,"tcp, udp",TBRPF,IANA,IT
713,iris-xpc,"tcp, udp",IRIS over XPC,IANA,IT
714,iris-xpcs,"tcp, udp",IRIS over XPCS,IANA,IT
715,iris-lwz,"tcp, udp",IRIS-LWZ,IANA,IT
716,pana,udp,PANA Messages,IANA,IT
729,netviewdm1,"tcp, udp",IBM NetView DM/6000 Server/Client,IANA,IT
730,netviewdm2,"tcp, udp",IBM NetView DM/6000 send/tcp,IANA,IT
731,netviewdm3,"tcp, udp",IBM NetView DM/6000 receive/tcp,IANA,IT
741,netgw,"tcp, udp",netGW,IANA,IT
742,netrcs,"tcp, udp",Network based Rev. Cont. Sys.,IANA,IT
744,flexlm,"tcp, udp",Flexible License Manager,IANA,IT
747,fujitsu-dev,"tcp, udp",Fujitsu Device Control,IANA,IT
748,ris-cm,"tcp, udp",Russell Info Sci Calendar Manager,IANA,IT
749,kerberos-adm,"tcp, udp",kerberos administration,IANA,IT
750,"kerberos-iv, rfile, loadav","tcp, udp","kerberos version iv, nan",IANA,IT
751,pump,"tcp, udp",,IANA,IT
752,qrh,"tcp, udp",,IANA,IT
753,rrh,"tcp, udp",,IANA,IT
754,tell,"tcp, udp",send,IANA,IT
758,nlogin,"tcp, udp",,IANA,IT
759,con,"tcp, udp",,IANA,IT
760,ns,"tcp, udp",,IANA,IT
761,rxe,"tcp, udp",,IANA,IT
762,quotad,"tcp, udp",,IANA,IT
763,cycleserv,"tcp, udp",,IANA,IT
764,omserv,"tcp, udp",,IANA,IT
765,webster,"tcp, udp",,IANA,IT
767,phonebook,"tcp, udp",phone,IANA,IT
769,vid,"tcp, udp",,IANA,IT
770,cadlock,"tcp, udp",,IANA,IT
771,rtip,"tcp, udp",,IANA,IT
772,cycleserv2,"tcp, udp",,IANA,IT
773,"submit, notify","tcp, udp",,IANA,IT
774,"rpasswd, acmaint_dbd, acmaint-dbd","tcp, udp","nan, IANA assigned this well-formed service name as a replacement for ""acmaint_dbd"".",IANA,IT
775,"entomb, acmaint_transd, acmaint-transd","tcp, udp","IANA assigned this well-formed service name as a replacement for ""acmaint_transd""., nan",IANA,IT
776,wpages,"tcp, udp",,IANA,IT
777,multiling-http,"tcp, udp",Multiling HTTP,IANA,IT
780,wpgs,"tcp, udp",,IANA,IT
788,,,Unassigned,IANA,IT
789,,,Unassigned,IANA,IT
790,,,Unassigned,IANA,IT
791,,,Unassigned,IANA,IT
792,,,Unassigned,IANA,IT
793,,,Unassigned,IANA,IT
794,,,Unassigned,IANA,IT
795,,,Unassigned,IANA,IT
796,,,Unassigned,IANA,IT
797,,,Unassigned,IANA,IT
798,,,Unassigned,IANA,IT
799,,,Unassigned,IANA,IT
800,"mdbs_daemon, mdbs-daemon","tcp, udp","IANA assigned this well-formed service name as a replacement for ""mdbs_daemon""., nan",IANA,IT
801,device,"tcp, udp",,IANA,IT
802,mbap-s,"tcp, udp",Modbus Application Protocol Secure,IANA,IT
810,fcp-udp,"tcp, udp","FCP, FCP Datagram",IANA,IT
828,itm-mcell-s,"tcp, udp",itm-mcell-s,IANA,IT
829,pkix-3-ca-ra,"tcp, udp",PKIX-3 CA/RA,IANA,IT
830,netconf-ssh,"tcp, udp",NETCONF over SSH,IANA,IT
831,netconf-beep,"tcp, udp",NETCONF over BEEP,IANA,IT
832,netconfsoaphttp,"tcp, udp",NETCONF for SOAP over HTTPS,IANA,IT
833,netconfsoapbeep,"tcp, udp",NETCONF for SOAP over BEEP,IANA,IT
847,dhcp-failover2,"tcp, udp",dhcp-failover 2,IANA,IT
848,gdoi,"tcp, udp",GDOI,IANA,IT
853,domain-s,"tcp, udp","DNS query-response protocol run over TLS, DNS query-response protocol run over DTLS or QUIC",IANA,IT
854,dlep,"tcp, udp",Dynamic Link Exchange Protocol (DLEP),IANA,IT
860,iscsi,"tcp, udp",iSCSI,IANA,IT
861,"owamp-test, owamp-control","tcp, udp","OWAMP-Control, OWAMP-Test",IANA,IT
862,"twamp-test, twamp-control","tcp, udp","TWAMP-Test Receiver Port, TWAMP-Control",IANA,IT
873,rsync,"tcp, udp",rsync,IANA,IT
886,iclcnet-locate,"tcp, udp",ICL coNETion locate server,IANA,IT
887,"iclcnet-svinfo, iclcnet_svinfo","tcp, udp","ICL coNETion server info
IANA assigned this well-formed service name as a replacement for ""iclcnet_svinfo""., ICL coNETion server info",IANA,IT
888,"cddbp, accessbuilder","tcp, udp","CD Database Protocol, AccessBuilder",IANA,IT
900,omginitialrefs,"tcp, udp",OMG Initial Refs,IANA,IT
901,smpnameres,"tcp, udp",SMPNAMERES,IANA,IT
902,ideafarm-door,"tcp, udp","self documenting Telnet Door, self documenting Door: send 0x00 for info",IANA,IT
903,ideafarm-panic,"tcp, udp","self documenting Panic Door: send 0x00 for info, self documenting Telnet Panic Door",IANA,IT
910,kink,"tcp, udp",Kerberized Internet Negotiation of Keys (KINK),IANA,IT
911,xact-backup,"tcp, udp",xact-backup,IANA,IT
912,apex-mesh,"tcp, udp",APEX relay-relay service,IANA,IT
913,apex-edge,"tcp, udp",APEX endpoint-relay service,IANA,IT
914,rift-lies,"tcp, udp",Routing in Fat Trees Link Information Element,IANA,IT
915,rift-ties,"tcp, udp",Routing in Fat Trees Topology Information Element,IANA,IT
953,rndc,"tcp, udp",BIND9 remote name daemon controller,IANA,IT
989,ftps-data,"tcp, udp","ftp protocol, over TLS/SSL, data",IANA,IT
990,ftps,"tcp, udp","ftp protocol, control, over TLS/SSL",IANA,IT
991,nas,"tcp, udp",Netnews Administration System,IANA,IT
992,telnets,"tcp, udp",telnet protocol over TLS/SSL,IANA,IT
993,imaps,"tcp, udp",IMAP over TLS protocol,IANA,IT
995,pop3s,"tcp, udp","POP3 over TLS protocol, pop3 protocol over TLS/SSL (was spop3)",IANA,IT
996,vsinet,"tcp, udp",vsinet,IANA,IT
997,maitrd,"tcp, udp",,IANA,IT
998,"puparp, busboy","tcp, udp",,IANA,IT
999,"garcon, applix, puprouter","tcp, udp","nan, Applix ac",IANA,IT
1000,cadlock2,"tcp, udp",,IANA,IT
1001,webpush,"tcp, udp",HTTP Web Push,IANA,IT
1008,,udp,Possibly used by Sun Solaris????,IANA,IT
1010,surf,"tcp, udp",surf,IANA,IT
1011,,,Reserved,IANA,IT
1012,,,Reserved,IANA,IT
1013,,,Reserved,IANA,IT
1014,,,Reserved,IANA,IT
1015,,,Reserved,IANA,IT
1016,,,Reserved,IANA,IT
1017,,,Reserved,IANA,IT
1018,,,Reserved,IANA,IT
1019,,,Reserved,IANA,IT
1020,,,Reserved,IANA,IT
1021,exp1,"sctp, tcp, dccp, udp",RFC3692-style Experiment 1,IANA,IT
1022,exp2,"sctp, tcp, dccp, udp",RFC3692-style Experiment 2,IANA,IT
1025,blackjack,"tcp, udp",network blackjack,IANA,IT
1026,cap,"tcp, udp",Calendar Access Protocol,IANA,IT
1027,"nan, 6a44","tcp, udp","Reserved, IPv6 Behind NAT44 CPEs",IANA,IT
1028,,,Deprecated,IANA,IT
1029,solid-mux,"tcp, udp",Solid Mux Server,IANA,IT
1033,netinfo-local,"tcp, udp",local netinfo port,IANA,IT
1034,activesync,"tcp, udp",ActiveSync Notifications,IANA,IT
1035,mxxrlogin,"tcp, udp",MX-XR RPC,IANA,IT
1036,nsstp,"tcp, udp",Nebula Secure Segment Transfer Protocol,IANA,IT
1037,ams,"tcp, udp",AMS,IANA,IT
1038,mtqp,"tcp, udp",Message Tracking Query Protocol,IANA,IT
1039,sbl,"tcp, udp",Streamlined Blackhole,IANA,IT
1040,netarx,"tcp, udp",Netarx Netcare,IANA,IT
1041,danf-ak2,"tcp, udp",AK2 Product,IANA,IT
1042,afrog,"tcp, udp",Subnet Roaming,IANA,IT
1043,boinc-client,"tcp, udp",BOINC Client Control,IANA,IT
1044,dcutility,"tcp, udp",Dev Consortium Utility,IANA,IT
1045,fpitp,"tcp, udp",Fingerprint Image Transfer Protocol,IANA,IT
1046,wfremotertm,"tcp, udp",WebFilter Remote Monitor,IANA,IT
1047,neod1,"tcp, udp",Sun's NEO Object Request Broker,IANA,IT
1048,neod2,"tcp, udp",Sun's NEO Object Request Broker,IANA,IT
1049,td-postman,"tcp, udp",Tobit David Postman VPMN,IANA,IT
1050,cma,"tcp, udp",CORBA Management Agent,IANA,IT
1051,optima-vnet,"tcp, udp",Optima VNET,IANA,IT
1052,ddt,"tcp, udp",Dynamic DNS Tools,IANA,IT
1053,remote-as,"tcp, udp",Remote Assistant (RA),IANA,IT
1054,brvread,"tcp, udp",BRVREAD,IANA,IT
1055,ansyslmd,"tcp, udp",ANSYS - License Manager,IANA,IT
1056,vfo,"tcp, udp",VFO,IANA,IT
1057,startron,"tcp, udp",STARTRON,IANA,IT
1058,nim,"tcp, udp",nim,IANA,IT
1059,nimreg,"tcp, udp",nimreg,IANA,IT
1060,polestar,"tcp, udp",POLESTAR,IANA,IT
1061,kiosk,"tcp, udp",KIOSK,IANA,IT
1062,veracity,"tcp, udp",Veracity,IANA,IT
1063,kyoceranetdev,"tcp, udp",KyoceraNetDev,IANA,IT
1064,jstel,"tcp, udp",JSTEL,IANA,IT
1065,syscomlan,"tcp, udp",SYSCOMLAN,IANA,IT
1066,fpo-fns,"tcp, udp",FPO-FNS,IANA,IT
1067,"instl-boots, instl_boots","tcp, udp","Installation Bootstrap Proto. Serv., Installation Bootstrap Proto. Serv.
IANA assigned this well-formed service name as a replacement for ""instl_boots"".",IANA,IT
1068,"instl_bootc, instl-bootc","tcp, udp","Installation Bootstrap Proto. Cli.
IANA assigned this well-formed service name as a replacement for ""instl_bootc""., Installation Bootstrap Proto. Cli.",IANA,IT
1069,cognex-insight,"tcp, udp",COGNEX-INSIGHT,IANA,IT
1070,gmrupdateserv,"tcp, udp",GMRUpdateSERV,IANA,IT
1071,bsquare-voip,"tcp, udp",BSQUARE-VOIP,IANA,IT
1072,cardax,"tcp, udp",CARDAX,IANA,IT
1073,bridgecontrol,"tcp, udp",Bridge Control,IANA,IT
1074,warmspotMgmt,"tcp, udp",Warmspot Management Protocol,IANA,IT
1075,rdrmshc,"tcp, udp",RDRMSHC,IANA,IT
1076,dab-sti-c,"tcp, udp",DAB STI-C,IANA,IT
1077,imgames,"tcp, udp",IMGames,IANA,IT
1078,avocent-proxy,"tcp, udp",Avocent Proxy Protocol,IANA,IT
1079,asprovatalk,"tcp, udp",ASPROVATalk,IANA,IT
1080,socks,"tcp, udp",Socks,IANA,IT
1081,pvuniwien,"tcp, udp",PVUNIWIEN,IANA,IT
1082,amt-esd-prot,"tcp, udp",AMT-ESD-PROT,IANA,IT
1083,ansoft-lm-1,"tcp, udp",Anasoft License Manager,IANA,IT
1084,ansoft-lm-2,"tcp, udp",Anasoft License Manager,IANA,IT
1085,webobjects,"tcp, udp",Web Objects,IANA,IT
1086,cplscrambler-lg,"tcp, udp",CPL Scrambler Logging,IANA,IT
1087,cplscrambler-in,"tcp, udp",CPL Scrambler Internal,IANA,IT
1088,cplscrambler-al,"tcp, udp",CPL Scrambler Alarm Log,IANA,IT
1089,ff-annunc,"tcp, udp",Foundation Fieldbus HSE,https://github.com/ITI/ICS-Security-Tools/tree/master/protocols,ICS
1090,ff-fms,"tcp, udp",Foundation Fieldbus HSE,https://github.com/ITI/ICS-Security-Tools/tree/master/protocols,ICS
1091,ff-sm,"tcp, udp",Foundation Fieldbus HSE,https://github.com/ITI/ICS-Security-Tools/tree/master/protocols,ICS
1092,obrpd,"tcp, udp",Open Business Reporting Protocol,IANA,IT
1093,proofd,"tcp, udp",PROOFD,IANA,IT
1094,rootd,"tcp, udp",ROOTD,IANA,IT
1095,nicelink,"tcp, udp",NICELink,IANA,IT
1096,cnrprotocol,"tcp, udp",Common Name Resolution Protocol,IANA,IT
1097,sunclustermgr,"tcp, udp",Sun Cluster Manager,IANA,IT
1098,rmiactivation,"tcp, udp",RMI Activation,IANA,IT
1099,rmiregistry,"tcp, udp",RMI Registry,IANA,IT
1100,mctp,"tcp, udp",MCTP,IANA,IT
1101,pt2-discover,"tcp, udp",PT2-DISCOVER,IANA,IT
1102,adobeserver-1,"tcp, udp",ADOBE SERVER 1,IANA,IT
1103,adobeserver-2,"tcp, udp",ADOBE SERVER 2,IANA,IT
1104,xrl,"tcp, udp",XRL,IANA,IT
1105,ftranhc,"tcp, udp",FTRANHC,IANA,IT
1106,isoipsigport-1,"tcp, udp",ISOIPSIGPORT-1,IANA,IT
1107,isoipsigport-2,"tcp, udp",ISOIPSIGPORT-2,IANA,IT
1108,ratio-adp,"tcp, udp",ratio-adp,IANA,IT
1109,,,Reserved - IANA,IANA,IT
1110,"nfsd-keepalive, webadmstart","tcp, udp","Start web admin server, Client status info",IANA,IT
1111,lmsocialserver,"tcp, udp",LM Social Server,IANA,IT
1112,icp,"tcp, udp",Intelligent Communication Protocol,IANA,IT
1113,ltp-deepspace,"tcp, dccp, udp",Licklider Transmission Protocol,IANA,IT
1114,mini-sql,"tcp, udp",Mini SQL,IANA,IT
1115,ardus-trns,"tcp, udp",ARDUS Transfer,IANA,IT
1116,ardus-cntl,"tcp, udp",ARDUS Control,IANA,IT
1117,ardus-mtrns,"tcp, udp",ARDUS Multicast Transfer,IANA,IT
1118,sacred,"tcp, udp",SACRED,IANA,IT
1119,bnetgame,"tcp, udp",Battle.net Chat/Game Protocol,IANA,IT
1120,bnetfile,"tcp, udp",Battle.net File Transfer Protocol,IANA,IT
1121,rmpp,"tcp, udp",Datalode RMPP,IANA,IT
1122,availant-mgr,"tcp, udp",availant-mgr,IANA,IT
1123,murray,"tcp, udp",Murray,IANA,IT
1124,hpvmmcontrol,"tcp, udp",HP VMM Control,IANA,IT
1125,hpvmmagent,"tcp, udp",HP VMM Agent,IANA,IT
1126,hpvmmdata,"tcp, udp",HP VMM Agent,IANA,IT
1127,kwdb-commn,"tcp, udp",KWDB Remote Communication,IANA,IT
1128,saphostctrl,"tcp, udp",SAPHostControl over SOAP/HTTP,IANA,IT
1129,saphostctrls,"tcp, udp",SAPHostControl over SOAP/HTTPS,IANA,IT
1130,casp,"tcp, udp",CAC App Service Protocol,IANA,IT
1131,caspssl,"tcp, udp",CAC App Service Protocol Encripted,IANA,IT
1132,kvm-via-ip,"tcp, udp",KVM-via-IP Management Service,IANA,IT
1133,dfn,"tcp, udp",Data Flow Network,IANA,IT
1134,aplx,"tcp, udp",MicroAPL APLX,IANA,IT
1135,omnivision,"tcp, udp",OmniVision Communication Service,IANA,IT
1136,hhb-gateway,"tcp, udp",HHB Gateway Control,IANA,IT
1137,trim,"tcp, udp",TRIM Workgroup Service,IANA,IT
